Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,SMA_20,RSI_14,Bollinger_High,Bollinger_Low
2019-11-01,649.065289317422,652.0986945901351,642.8199871142821,649.912841796875,13904301,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-04,653.9276879673714,656.2027568277507,644.6489804236111,650.2474365234375,14063434,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-05,652.6787392149556,655.2883387923763,642.8200666347071,645.6304321289062,12685356,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-06,643.5783612034135,645.2511920259791,637.2438425791291,640.0988159179688,14625505,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-07,640.1434124269465,652.6339566205215,638.8943282292025,650.6712036132812,14084039,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-08,646.3887329812308,651.1395768916575,642.953796005753,644.827392578125,12019353,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-11,641.9724057960804,644.2698085407438,634.5895688178114,636.9315795898438,11357841,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-13,637.9129231965819,658.3886022675848,637.9129231965819,656.7826538085938,25225749,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-14,658.4331728136465,660.9312816316722,649.422114037036,652.5224609375,14258133,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-15,653.8161874083219,663.2510526716817,652.7009272300488,656.1358642578125,15691605,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-18,656.9387706615742,662.8940905274341,649.2436783701536,650.9388427734375,14076051,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-19,654.4183350503339,675.7862330733236,653.5261745952821,673.4888305664062,30176255,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-20,693.6969260979614,701.4366272267858,688.4107260095205,690.3958129882812,43538120,0.0,0.0,RELIANCE.NS,0.0,0.0,0.0,0.0
2019-11-21,689.2136496308409,694.120651563061,681.8754209669347,685.9125366210938,14897371,0.0,0.0,RELIANCE.NS,0.0,69.87424046107927,0.0,0.0
2019-11-22,687.9198779718761,700.1428329235268,685.9124574935864,689.8826904296875,22352865,0.0,0.0,RELIANCE.NS,0.0,71.39693631896446,0.0,0.0
2019-11-25,691.9571427352138,698.0462872145646,691.890200917403,696.5964965820312,15146156,0.0,0.0,RELIANCE.NS,0.0,73.8079048902428,0.0,0.0
2019-11-26,699.5184823498937,703.1987342252936,694.1207319538805,696.0166625976562,35330983,0.0,0.0,RELIANCE.NS,0.0,73.23377524725069,0.0,0.0
